,INSTNM,CITY,STABBR,WOMENONLY,HBCU,ADM_RATE,SAT_AVG,ACTCMMID,FEMALE,FIRST_GEN,FAMINC,AVGFACSAL,PFTFAC,PCTPELL,DEBT_MDN_SUPP,C150_4_POOLED,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,RET_FT4_POOLED,TRANS_4_POOLED_SUPP,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COMPL_RPY_3YR_RT,FIRSTGEN_RPY_3YR_RT,NET_PRICE
57,Henderson State University,Arkadelphia,AR,0,0,-0.153522857,-0.54437354,-0.658044633,-0.434649429,0.375360505,-0.653840891,-0.295305776,1.239028311,0.74122534,-1.342851799,-0.706349612,-0.039942127,0.047914035,-0.281814541,-0.272821047,-0.136713874,-0.130669156,0.225957002,-0.119503494,-0.062178647,-0.912787633,1.387699081,0.396956224,0.45777335,-0.477735671,-0.525718931,-0.09933521,-0.143320602,0.322240372,-0.406613885,-0.635625894,0.093613317,-0.479149275,-0.901805932
58,Hendrix College,Conway,AR,0,0,0.790089188,1.538782239,1.628804353,-0.459569499,-1.502893931,1.605461199,0.100195912,1.275454414,-1.112049748,0.598823964,0.99369612,-0.156722965,-0.197348298,-0.270359832,-0.222901912,-0.066837495,-0.059110483,-0.26437884,-0.016481108,-0.029135676,0.713220382,-0.694549497,0.862199154,-0.496018635,-0.422298804,0.067898325,-0.06303258,-0.113878847,-0.029847672,-0.082380442,-0.554896836,0.807183501,1.029393759,0.5006792
59,John Brown University,Siloam Springs,AR,0,0,0.362886676,1.088170528,1.057092107,0.097506357,-0.428360272,0.284622055,-0.210845456,1.159390851,-0.672188438,0.447955757,0.5498937,-0.214667655,-0.197348298,-0.312360433,-0.28530083,0.072915265,-0.059110483,-0.295024831,0.00068929,-0.05416823,0.668796084,-0.694549497,0.729550459,-0.625552189,-0.361554151,-0.405732465,0.582347495,-0.121239286,0.073482515,0.236189536,-0.076732413,0.750006403,0.927093862,-0.337524354
60,Ouachita Baptist University,Arkadelphia,AR,0,0,0.099725964,0.430720654,0.48537986,-0.981763735,-1.288647959,0.761912497,-0.376517621,1.275454414,-0.723713499,-0.129304447,0.556117466,-0.14691694,-0.144941817,-0.30472396,-0.279060938,-0.066837495,-0.059110483,-0.26437884,-0.102333096,-0.065182554,0.24920828,-0.694549497,1.140722513,-0.380652814,-0.479504933,-0.539927855,-0.034797202,-0.091797531,-1.059322497,-0.253700296,-0.659223619,0.888080357,0.265404086,-0.33525135
61,University of the Ozarks,Clarksville,AR,0,0,1.503249762,-0.204567988,-0.086332386,-0.802614873,0.00683985,-0.28321423,-1.007939721,0.510149134,0.131060144,-1.226351254,-0.190255752,-0.339471604,-0.19315578,-0.297087487,-0.28530083,-0.136713874,-0.130669156,-0.20308686,-0.102333096,-0.063179949,-0.051044723,-0.694549497,0.388009245,-0.440359686,-0.103831692,-0.609393704,0.098312438,-0.084437093,0.410262384,1.111195075,-0.562348749,0.484787334,-0.030528672,-0.94067258
62,Philander Smith College,Little Rock,AR,0,1,NA,NA,NA,0.021825508,0.728592589,-1.284785772,-0.966521679,1.275454414,1.808607655,0.501740176,-0.498571564,-0.436640393,0.077261665,-0.331451615,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.15384429,-0.064181251,-0.0841334,-0.647578803,-2.158378898,3.834753566,-0.651123321,-0.522561393,-0.212276723,-0.080756873,-0.431687288,0.18097074,-0.659223619,-1.873147227,-1.228004181,-0.813250665
63,Williams Baptist College,Walnut Ridge,AR,0,0,-0.13320348,-0.381857841,-0.372188509,-0.959200012,-0.218911145,-0.177315224,-0.685934753,-0.153020211,0.380007544,-1.249651363,-0.403300063,-0.323425382,-0.203637076,-0.327633379,-0.297780614,-0.171652064,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.91099137,-0.694549497,1.066034685,-0.314874057,-0.471248378,-0.658335552,0.295960086,-0.143320602,-1.086111805,-0.165916569,-0.659223619,-0.573863329,-0.330434749,-0.939602931
64,Southern Arkansas University Main Campus,Magnolia,AR,0,0,0.051653291,-0.54437354,-0.658044633,-0.062782718,0.806713414,-0.769776393,-0.350529831,0.05660844,0.465701856,-1.342851799,-0.831782443,-0.082732052,0.135956924,-0.285632778,-0.272821047,-0.136713874,0.227124206,-0.20308686,0.086541279,-0.065182554,-0.663757006,0.201325524,0.296205456,0.674337259,-0.532582785,-0.569924472,-0.042864453,0.217340892,-1.086111805,-0.090875641,-0.655497663,-0.357953244,-0.596143676,-0.570741462
65,University of Arkansas-Fort Smith,Fort Smith,AR,0,0,-0.526705562,NA,NA,-0.187980755,1.254951959,-0.808718665,-0.233990832,-0.093024277,0.397363354,-1.867104255,-1.219092214,0.363887793,-0.10930541,-0.00308328,0.032933655,1.155999152,-0.059110483,2.156654381,-0.239696279,-0.065182554,-0.451180178,0.237727354,0.551388869,-0.543581737,-0.080241536,0.14525802,0.723524386,-0.110198628,1.340234066,-0.38396002,-0.64804575,-0.347301445,-0.474516069,-1.499673617
66,Academy of Art University,San Francisco,CA,0,0,NA,NA,NA,-0.008858239,0.360208431,-0.734988392,0.214298555,-1.562210429,-0.121683839,-0.467447282,-0.744170962,-0.210210371,-0.103016632,0.016007902,0.139011816,0.177729835,-0.130669156,-0.295024831,2.335863391,0.271254967,0.242420292,-0.001923247,-1.263291957,-0.405952336,-0.003573528,0.568368192,-0.091267959,0.114294751,0.00076868,3.403483047,1.598706047,-0.858318717,-1.209157418,1.380732764
67,Art Center College of Design,Pasadena,CA,0,0,0.647853549,NA,NA,-0.612202356,-0.85868194,-0.236240619,0.069335411,-1.441504323,-0.565341732,2.491957833,0.860124518,-0.417028344,-0.207829595,-0.308542197,0.076612898,-0.206590254,-0.059110483,-0.26437884,0.00068929,-0.063179949,0.247869131,-0.694549497,-1.469461483,-0.68424708,-0.003573528,5.055230536,-0.175974093,-0.007152487,0.513592571,3.264728123,-0.567316691,0.530806398,1.312550771,2.993228355
68,Azusa Pacific University,Azusa,CA,0,0,0.716741193,0.135237565,0.199523737,0.983915249,0.148807371,0.272535067,0.83759947,-0.875471253,-0.357072012,0.404656388,0.860124518,0.12141155,-0.115594187,0.18019207,0.276289437,0.037977075,-0.059110483,-0.295024831,-0.119503494,0.026937244,0.900830169,-0.694549497,-0.463120797,-0.500572549,1.002546642,0.749926661,-0.23244485,0.324067252,1.983177452,-0.257947896,-0.444360125,-0.344988965,0.243553514,0.725305452
69,Bethesda University,Anaheim,CA,0,0,NA,NA,NA,-2.436487106,1.250598907,-1.20214083,-1.795694623,-1.610421447,-0.098904338,NA,1.407815961,-0.436640393,-0.212022113,-0.335269852,-0.279060938,-0.206590254,-0.130669156,-0.295024831,-0.188185085,-0.065182554,0.113693442,-0.036208247,-1.872075556,0.19465832,0.323739892,1.266184222,-0.280848356,-0.143320602,-1.086111805,4.858993878,0.052434081,NA,NA,-1.061141778
70,Biola University,La Mirada,CA,0,0,0.169109202,0.393785268,0.48537986,0.511053865,-1.091588299,0.789452842,0.810799561,1.262241024,-0.500257445,0.598823964,0.938639725,-0.001609486,-0.182674484,0.111463814,0.257569762,0.037977075,0.799593586,0.348540963,-0.050821903,-0.057172136,0.881085355,-0.694549497,-0.260841263,-0.632130064,0.432844365,2.107668257,-0.224377599,-0.080756873,1.38233155,-0.171580035,-0.379776878,0.929730582,0.656210201,1.250770433
71,Brooks Institute,Ventura,CA,0,0,1.541906138,NA,NA,-0.773801773,-0.419186769,-0.267922241,-0.270130104,NA,-0.137954911,1.049681076,0.326795612,-0.423268541,-0.209925854,-0.312360433,-0.291540722,-0.206590254,-0.130669156,-0.17244087,-0.342718666,-0.001099216,0.520929446,-0.694549497,-0.592657499,-0.445419591,-0.270142295,0.382073415,0.203186701,0.298305717,-0.512055211,-0.570854407,3.76597077,-1.097675438,-0.703963736,0.856604844
72,California Institute of Integral Studies,San Francisco,CA,0,0,NA,NA,NA,1.264292378,0.839688577,-1.289142096,0.548079241,-1.235803977,1.174035852,0.453198282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.319580128,-0.294634439,0.422228795,0.151573097,0.235455704,0.327747471,2.840435299,-0.025745779,-0.341275327,-1.429076335,-0.592032257,NA
73,California Baptist University,Riverside,CA,0,0,-0.050934783,-0.751211703,-0.658044633,0.473084748,0.498525791,0.048685407,0.67476972,-0.588347853,0.844817831,0.746391322,0.404832067,-0.134436545,-0.149134335,0.073281449,-0.204182236,-0.066837495,-0.059110483,-0.23373285,0.309756451,-0.033140885,0.430259651,0.443859516,-0.641671387,-0.3760989,1.31452646,0.116840173,-0.034797202,0.235741988,1.076168033,-0.282017627,-0.051892702,0.261464436,-0.153402766,1.185922973
74,California College of the Arts,San Francisco,CA,0,0,0.104186315,NA,NA,0.304299785,-0.770325809,0.131891345,0.844502477,-1.684702128,-0.481816897,1.515100757,0.323444353,-0.369781135,-0.161711891,-0.25126865,-0.04818494,-0.206590254,-0.130669156,-0.295024831,0.206734064,-0.048160417,0.538718373,-0.694549497,-1.124030277,-0.527896033,0.091376852,1.892955633,-0.119503337,0.151096944,-1.086111805,3.768776621,0.239973894,-0.040210414,0.11657493,1.345300647
75,California Institute of Technology,Pasadena,CA,0,0,-2.856000002,3.5628414,3.343941092,-1.637374652,NA,0.879699454,4.662271337,1.06654,-1.515029961,-0.68268204,1.980881222,-0.355517826,-0.203637076,-0.232177468,0.263809654,-0.206590254,0.084006861,-0.295024831,0.241074859,-0.064181251,1.620133242,-0.694549497,-1.100301332,-0.6726093,-0.010650575,6.501383213,-0.240512101,-0.143320602,0.93839445,0.602898977,-0.634383909,NA,NA,0.401335566
76,California Lutheran University,Thousand Oaks,CA,0,0,-0.241738689,0.349462805,0.48537986,0.268689616,-0.222629518,0.950106924,1.130368173,1.275454414,-0.921678207,0.501740176,0.775864295,-0.19951289,-0.155423113,0.000734956,-0.148023209,-0.066837495,0.155565534,-0.20308686,-0.205355483,-0.028134374,0.721674477,0.692872143,-0.24917129,-0.553701546,0.879288075,0.249456794,0.134615068,0.055411241,0.785312692,-0.075301109,-0.136347717,0.446064987,0.741555101,0.899658209
77,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,0,0,-1.741903428,1.457524389,1.628804353,-0.774327772,-0.848251436,1.410290848,0.757605802,0.137317256,-1.161947702,0.016321235,1.226369233,1.756343279,-0.161711891,1.52802954,2.36041332,0.247606215,0.227124206,-0.295024831,0.052200484,0.372386483,1.333178745,-0.438135691,0.071752972,-0.70752264,0.213455911,1.274078068,-0.220343974,-0.088117312,1.573683748,-0.321661891,-0.068038514,1.356873243,1.689633383,0.936541996
78,California State University-Bakersfield,Bakersfield,CA,0,0,0.1145938,NA,NA,0.346824786,2.132801341,-0.879822215,0.528182338,-0.154448686,1.105154981,-1.169265986,-0.473197748,-0.296681679,-0.07995778,1.199661205,0.070373006,-0.101775684,0.084006861,-0.295024831,-0.085162699,0.293283614,0.125119096,-0.460420878,-1.374156702,-0.412530212,2.495213787,0.472063265,-0.042864453,-0.106518409,-0.060464024,0.005403286,-0.156219486,-0.466119372,-0.053338358,-1.832404119
79,California State University-Stanislaus,Turlock,CA,0,0,0.207765578,NA,NA,0.64111746,2.043132296,-0.803983627,0.496915778,-0.40050344,1.01295224,-0.76034907,0.203277786,-0.207536001,-0.161711891,0.970567017,0.170211276,-0.206590254,0.084006861,-0.295024831,-0.188185085,0.021930733,0.684935177,-0.472406606,-1.21427807,-0.635166007,2.185003231,1.048314059,-0.131604213,0.070132119,0.318413329,-0.093707374,0.011448559,0.308716493,0.544780864,-1.651044575
80,California State University-San Bernardino,San Bernardino,CA,0,0,-0.091573537,-1.29046834,-1.515613002,0.318344421,2.316285158,-0.83776239,0.612642658,-0.570849039,1.126849744,-0.566181494,0.012256032,-0.166528989,0.161112035,4.036610894,0.513405328,-0.031899305,0.084006861,-0.295024831,0.7046756,0.077002351,0.956161534,-0.563930033,-1.616892143,-0.457563361,2.875605059,0.273138333,-0.196142221,-0.066035996,-0.03750176,0.352290595,-0.193479051,-0.808713561,-0.159770083,-1.677225087
81,California State Polytechnic University-Pomona,Pomona,CA,0,0,-1.344436589,0.031818484,0.199523737,-0.896316485,1.158431251,-0.507933847,0.90094471,-0.625131075,0.287262434,-0.210078159,0.476166005,0.198968289,-0.02335878,3.662423721,3.19655883,-0.206590254,0.370241551,-0.295024831,0.85920918,0.175129961,1.058274856,-0.526513706,-1.411889615,-0.58203701,1.623557509,3.170179995,-0.200175846,-0.088117312,0.440878735,0.186634206,-0.184785153,0.745527628,0.993904242,-0.07997587
82,California State University-Chico,Chico,CA,0,0,-0.148071317,-0.433567382,-0.372188509,-0.121879155,1.01440623,-0.371381626,0.641066804,-0.412645474,0.143534633,-0.372013918,0.554202461,0.888955835,-0.111401669,1.424937156,0.413567058,0.562049924,0.084006861,-0.295024831,0.567312418,0.214180744,0.840970876,-0.397672865,-0.375207,-0.625552189,1.012572458,0.276295872,-0.050931704,-0.084437093,0.892469923,-0.105034307,0.235005951,0.513288139,0.755964228,-0.085925987
83,California State University-Dominguez Hills,Carson,CA,0,0,-0.677366309,NA,NA,0.442983568,2.00033579,-1.167497781,0.623200198,-0.943680916,1.066104408,-0.76034907,-0.775289794,-0.407222319,0.343486591,2.051127935,-0.091864183,-0.101775684,0.441800224,-0.295024831,0.206734064,0.003907294,0.525130393,-0.508992096,-1.851847603,-0.077058548,2.755295262,0.858861743,-0.23244485,-0.032914022,-0.033674716,-0.102202573,-0.186027138,-0.648406031,-0.178248544,-2.425035702
84,California State University-Fresno,Fresno,CA,0,0,-0.706110794,-1.216597568,-1.229756879,0.145986211,1.565372068,-0.860575199,0.494479422,-0.463356323,0.83939414,-0.857432859,0.26551545,0.257804437,0.156919517,3.238599474,2.241855374,0.247606215,0.513358896,-0.295024831,0.378438042,0.191150795,0.669946112,-0.528034537,-1.334867792,-0.585072953,2.116591777,1.634037468,-0.159839592,-0.069716216,0.027557987,0.149821676,-0.106540065,0.208695032,0.491210599,-1.812173724
85,California State University-Fullerton,Fullerton,CA,0,0,-1.218059976,-0.27843876,-0.372188509,0.010478905,1.171511193,-0.641421231,0.69019997,-0.586919378,0.186381789,-0.76034907,0.420152108,0.484234458,0.016470146,5.132444757,4.931248768,0.003038885,0.799593586,-0.295024831,1.01374276,0.266248456,1.035275609,-0.505798529,-1.304914861,-0.65034572,1.65245545,2.77548767,-0.228411225,-0.080756873,0.616922757,0.22627847,-0.194721037,0.457033635,0.871403185,-1.492771482
86,California State University-East Bay,Hayward,CA,0,0,0.376267729,NA,NA,0.617550153,1.35960166,-0.855394776,0.76410275,-0.766907181,0.358855151,-0.76034907,-0.386065018,-0.270829432,0.226096072,1.295117116,1.786343268,-0.101775684,1.51518031,-0.295024831,1.40866191,0.08601407,0.503512378,-0.397257451,-1.537147327,-0.205580121,1.139369549,3.06755999,-0.180007719,0.209980453,1.026416461,0.284328999,0.008964588,0.226475541,0.377877464,-0.80041595
87,California State University-Long Beach,Long Beach,CA,0,0,-1.616518003,-0.042052288,-0.086332386,-0.045846945,1.207762696,-0.728655769,0.684109082,-0.57049192,0.522650608,-0.616179645,0.774906793,0.25691298,0.104513035,4.693347564,4.775251471,-0.066837495,0.728034913,-0.295024831,0.996572362,0.25423283,1.118367521,-0.565204087,-1.433284566,-0.554713527,1.59348006,3.024933219,-0.216310348,-0.066035996,0.75469634,0.297071799,-0.207140892,0.47976889,0.776894967,-1.086021532
88,California State University-Los Angeles,Los Angeles,CA,0,0,0.083866938,-1.386500344,-1.515613002,0.16749801,2.35789275,-1.156391579,0.700351451,-0.744408706,1.457694872,-1.008301065,-0.309943567,-0.365323851,0.050010294,4.34206981,1.574186945,-0.136713874,0.298682879,-0.295024831,0.635994009,0.01592292,0.749051099,-0.516901895,-1.887246522,-0.534473909,2.977632485,1.750866396,-0.236478475,-0.110198628,-0.347492321,0.251764068,-0.304015762,-0.21869825,0.209941135,-2.498817143
89,California State University-Northridge,Northridge,CA,0,0,-1.03270761,-1.179662182,-1.229756879,-0.078711184,1.676226066,-0.941400367,0.642691041,-0.67691328,0.67722579,-1.051600435,-0.061950413,0.28187377,0.670503035,6.930834129,2.366653212,0.072915265,0.513358896,-0.295024831,1.906603446,0.278264082,0.351930782,0.073581942,-1.278851921,-0.486404817,1.885408245,1.125673754,-0.224377599,-0.110198628,0.172985658,0.662365373,-0.102814109,0.081907382,0.278695208,-1.649140538
90,California State University-Sacramento,Sacramento,CA,0,0,0.040254616,-0.839856629,-0.943900756,0.004766658,1.189667074,-0.729097677,0.599648762,-0.599061413,0.657700504,-0.76034907,-0.232385863,0.370127991,0.31623522,2.581862803,3.602151801,0.212668025,1.586738982,-0.295024831,-0.016481108,0.287275801,0.582286878,-0.475941829,-1.036894478,-0.458575342,0.994879841,2.627083356,-0.127570588,0.151096944,1.34406111,-0.250868563,0.052434081,0.274164207,0.534674779,-1.193837639
91,University of California-Berkeley,Berkeley,CA,0,0,-2.456055191,2.476941047,2.486372722,-0.339773023,0.033596337,-0.115300732,3.474548096,0.225525565,-0.526833529,-0.62501427,1.979444968,0.73829964,0.054202813,1.447846574,11.22729966,0.457235354,0.584917568,-0.295024831,4.653867093,0.192152097,1.556628731,-0.694549497,-1.118973289,-0.641237892,0.119095285,4.909983761,-0.216310348,-0.0476349,0.720252944,1.370298656,-0.315193632,0.989541872,1.345793523,-0.110440466
92,University of California-Davis,Davis,CA,0,0,-1.411837449,1.213750841,1.34294823,0.301182465,0.600186377,-0.263061197,2.424478932,0.740490667,0.020416855,-0.710448003,1.648627846,0.910350798,0.058395331,2.360405088,10.75306788,1.016246392,-0.130669156,-0.295024831,0.824868385,0.125064854,1.330109425,-0.694549497,-1.063346417,-0.636177988,0.392151346,4.41740774,-0.208243097,0.037010145,0.91925923,1.017747881,-0.476651749,1.14094369,1.572513145,0.31558786
93,University of California-Irvine,Irvine,CA,0,0,-1.375659046,0.837009902,1.057092107,-0.20851046,0.879467667,-0.342794876,2.687605312,0.55371761,0.280211636,-0.27493013,1.792731976,0.263153177,-0.031743817,1.867852585,14.1101297,0.317482594,0.084006861,-0.295024831,0.996572362,0.094024487,1.314603039,-0.108921848,-1.584216219,-0.654899634,0.764286063,5.232052698,-0.260680228,0.000207952,0.306932197,1.654887836,-0.526331169,0.728345455,1.166952359,-0.01857067
94,University of California-Los Angeles,Los Angeles,CA,0,0,-2.436231408,2.048490568,2.200516599,0.075462529,0.261999685,-0.136781277,3.783153109,0.234453531,-0.304462213,-0.27493013,1.974657456,0.841708626,0.190459665,2.589499276,10.78426734,0.596988114,0.656476241,-0.295024831,1.906603446,0.070994538,1.575154825,-0.694549497,-1.109248311,-0.597216724,0.504794342,3.978509875,-0.216310348,-0.032914022,0.770004516,1.2202168,-0.422004386,0.852028284,1.291144872,-0.094732159
95,University of California-Riverside,Riverside,CA,0,0,-0.537113048,0.423333577,0.771235983,-0.267820206,0.901070118,-0.312024551,2.075267996,0.681566089,0.864885486,0.113405023,1.023857449,0.128543204,0.456684591,4.83844055,10.74058809,0.247606215,-0.130669156,-0.295024831,0.447119633,0.060981516,1.166437228,-0.044712328,-1.651124065,-0.537003861,1.427169457,5.127853924,-0.220343974,0.000207952,0.460013955,0.002571553,-0.530057126,0.099105198,0.65641638,-0.463401364
96,University of California-San Diego,La Jolla,CA,0,0,-1.62048276,2.085425954,2.200516599,-0.75913229,0.447752926,-0.180143657,2.792774652,0.677994902,-0.130904113,0.113405023,1.766400657,0.28454814,-0.115594187,1.768578437,11.31465814,0.177729835,0.656476241,-0.295024831,1.700558672,0.275260175,1.448927475,-0.694549497,-1.330977801,-0.686271042,0.206968618,5.260470545,-0.23244485,-0.025553584,0.727907032,1.882842354,-0.441876154,1.095868043,1.575411071,0.044500562
97,University of California-Santa Barbara,Santa Barbara,CA,0,0,-1.674998162,1.37626654,1.628804353,-0.148288741,0.753306558,-0.084575273,2.912562124,0.692636767,-0.151514138,-0.27493013,1.500214955,1.390846001,0.152726998,3.891517908,5.548998062,1.470442861,0.584917568,-0.295024831,0.532971622,0.125064854,1.31823509,-0.694549497,-0.821388973,-0.637695959,0.803799574,2.372901499,-0.228411225,-0.095477751,2.128605122,0.428747389,-0.328855472,0.555623001,0.85533219,0.247756535
98,University of California-Santa Cruz,Santa Cruz,CA,0,0,-0.80027376,1.02907391,1.34294823,-0.288862657,0.2465939,0.025453867,2.415951689,0.152673359,0.24333054,0.152238538,1.340790785,0.806941811,-0.038032595,2.215312103,4.207421312,1.155999152,0.298682879,-0.295024831,-0.119503494,0.204167723,1.023742646,-0.394004107,-0.880905836,-0.64983973,1.125805209,2.666552589,-0.240512101,-0.058675558,1.715284374,-0.068221776,-0.459263951,0.599144237,1.000844873,0.832057954
